prof rock_id rhob gr ild dt
4.046183736052981 7.0 2.023535440431633 55.65649522234611 4.258537252192598 41.97280677194158
4.1172498526635435 7.0 2.1852451105218313 65.86555425674784 3.7974150140162655 51.47126569214768
4.188315969274106 7.0 2.3898629305434507 66.19961103159977 4.068402951535049 51.89438076201289
4.259382085884668 7.0 2.465432923889026 65.74063984537898 4.013103207023424 42.79295820624972
4.33044820249523 7.0 2.559873651191449 71.59549027117733 4.633453055916246 58.93946814934525
4.401514319105793 7.0 2.6417715894039135 76.65685860538628 4.295231305091755 65.6907667935063
4.472580435716355 7.0 2.7306572317446642 73.70681608084564 3.545979962037997 60.790303633235354
4.543646552326917 7.0 2.7964174142611546 76.06607811983093 4.411551773312109 66.75828528987695
4.61471266893748 7.0 2.73116234697363 82.40548307138373 3.375630442704354 74.90871188460066
4.685778785548042 7.0 2.736419297104695 82.74829817381821 3.7813307539766003 69.54663893518169
4.756844902158604 7.0 2.701704876482249 79.7375811356944 2.8718796547191188 65.90744816223345
4.827911018769166 7.0 2.748993449712108 87.51378192712693 4.001358460813524 71.67469732358933
4.898977135379729 7.0 2.729512095743101 79.12289839707357 3.5415148195252204 80.7222274524881
4.97004325199029 7.0 2.755272548132283 75.95940606507892 4.173427663464767 77.87335007235386
5.0411093686008535 7.0 2.7104218069180557 83.07969125370644 3.6951481776089747 77.43179158010734
5.112175485211416 7.0 2.7844152469332073 79.3746328396874 4.100659572083899 74.76137967694493
5.183241601821978 7.0 2.7010564499974823 80.39722287905305 4.090896647215111 74.83737609091958
5.25430771843254 7.0 2.787690815922179 74.48911130182951 3.4773889971220306 61.23915839243219
5.325373835043102 7.0 2.7472044248777214 80.0351577794038 4.033920910176819 63.170693292369485
5.396439951653664 7.0 2.786529620093196 79.49055225807183 4.1120432857775935 51.31003225304107
5.4675060682642265 7.0 2.694620378792468 78.16261672453521 3.7383847334815097 65.03152455358617
5.5385721848747895 7.0 2.721805201578927 71.68149535569212 4.554215536407198 74.64397551676221
5.609638301485351 7.0 2.762978771655621 71.96859761490386 3.7113610839841127 83.6933146047252
5.680704418095914 7.0 2.7571676101917464 80.97661894721047 2.7143108806143306 73.30298470790328
5.751770534706476 7.0 2.794443655913191 81.40773235492544 3.5622717946278164 79.48594543780123
5.822836651317038 7.0 2.7571211591632667 82.99497789629194 3.8705240944555372 60.23879101399044
5.8939027679276 7.0 2.7136698281287 85.63003885532544 3.9628157669700887 71.24544982317057
5.9649688845381625 7.0 2.7496862707102103 83.85623595577314 3.1663162188722183 52.28327901361419
6.036035001148726 7.0 2.7699143153544834 77.83709401888862 3.903893165860007 55.68640605850371
6.107101117759287 7.0 2.6861105671296386 72.40796461887948 5.069309195395076 81.54405142070868
6.17816723436985 7.0 2.7911747422601003 82.79947312257431 3.8389909362961707 66.38626345781327
6.249233350980411 7.0 2.720466447961664 79.97001920681582 3.485060675703122 75.5293231966206
6.320299467590974 7.0 2.720263101061409 74.25064532389557 3.5195426637932434 66.50042623250947
6.391365584201536 7.0 2.724407162556891 85.40274911758146 3.8675958357633684 60.747592205378936
6.462431700812099 7.0 2.812423065498704 75.64378730692606 4.362449002087106 65.57125493970304
6.533497817422662 7.0 2.7106456415665106 73.28797919961468 3.571955742631655 70.62234869763309
