prof rock_id rhob gr ild dt
4.046183736052981 7.0 1.958166681225856 71.19059570819243 3.386147914847524 71.15302615009938
4.1172498526635435 7.0 2.1664546428441693 72.52899761345921 4.259503520276827 12.4127661192423
4.188315969274106 7.0 2.410241628349274 72.23867836798667 5.009757800831469 78.72661333976103
4.259382085884668 7.0 2.4605929154953805 69.21968702652902 3.586432501587287 51.486014292948646
4.33044820249523 7.0 2.5832096538277654 70.09349737798469 3.600977413244064 78.85506445582297
4.401514319105793 7.0 2.703959009943258 80.42142173990514 3.9259440147536075 51.694739888784625
4.472580435716355 7.0 2.696250143806515 81.72821914966352 3.236304243402707 58.054111286493864
4.543646552326917 7.0 2.7713544767755907 81.45015779072388 5.059210905270188 65.07762999784084
4.61471266893748 7.0 2.8552204109180437 78.83852786537706 4.83441944276907 83.02731142824997
4.685778785548042 7.0 2.808673383520269 89.25583476519068 4.072402395105782 49.3159548815622
4.756844902158604 7.0 2.7253700734265203 81.55673957351424 4.0372220482283225 76.77253790659508
4.827911018769166 7.0 2.7547305750569935 69.69365417119815 2.6158571088076465 83.69632835125145
4.898977135379729 7.0 2.7295532686954616 69.58383185700572 5.100269322259547 57.62852379712659
4.97004325199029 7.0 2.7834542085825866 74.04869318682448 4.056765130168536 48.57397324628444
5.0411093686008535 7.0 2.7629640803057383 73.20835060473678 4.599917012037463 75.91040841078949
5.112175485211416 7.0 2.757661027109845 75.28184843921137 3.111611269477281 59.33014282117487
5.183241601821978 7.0 2.7236835330362816 79.42364001391499 2.5615308791065834 73.79756589531964
5.25430771843254 7.0 2.764346832853464 91.56630588988025 4.773472931102538 49.80258680854143
5.325373835043102 7.0 2.729371824066218 76.09111693745729 4.539823463957688 59.61080784125466
5.396439951653664 7.0 2.7784601422341955 81.35317595137872 3.3666587924877165 61.973480617860254
5.4675060682642265 7.0 2.6562492877624875 81.15966580254292 2.612417158518097 83.42233929382722
5.5385721848747895 7.0 2.8111621974542476 77.77172133707772 4.97264304596025 60.791544794526175
5.609638301485351 7.0 2.7495182383612287 94.30653146305929 2.897086428708216 67.4787062284912
5.680704418095914 7.0 2.678850936908588 69.19879982888789 4.682588109529247 36.935930604623564
5.751770534706476 7.0 2.8396291341290674 94.84238571629275 4.516971297188155 114.72527004522996
5.822836651317038 7.0 2.810856740365445 86.00780532381198 4.806005759114971 80.35306060484987
5.8939027679276 7.0 2.711717146312142 86.01437824555471 3.472485708803913 78.90457837306629
5.9649688845381625 7.0 2.774805404821701 84.2999247702219 3.4479837471688515 50.02176520002473
6.036035001148726 7.0 2.6857423520382055 81.90754565231748 3.8379178509537217 52.63898425451683
6.107101117759287 7.0 2.654654116180999 88.06741204278475 5.091782126023983 63.77146417217091
6.17816723436985 7.0 2.8515324953678944 84.18352003222003 5.907772007268728 49.96988434670761
6.249233350980411 7.0 2.804547550897316 83.13882696252125 3.3938560913611004 64.2869490253949
6.320299467590974 7.0 2.7769735446101453 79.70065489192928 3.7699961466149547 68.71476873416317
6.391365584201536 7.0 2.6988218558430264 69.29476035478442 5.117852033493929 56.0757700062192
6.462431700812099 7.0 2.769354248104257 83.74692007884046 4.0131805972044345 123.5959212747868
6.533497817422662 7.0 2.743486726131225 76.82696504601411 4.677034471516008 74.65743341201552
6.604563934033223 7.0 2.752104624672044 68.0185937211208 5.835246414200812 69.88074971718981
6.675630050643786 7.0 2.66231087451088 73.92248677442 4.496620025720067 69.14622980639123
6.746696167254347 7.0 2.7639770138013158 88.54986513836985 2.9051005758754602 64.70715001698903
6.81776228386491 7.0 2.7354981945591357 91.69296798169023 3.3680958144328614 80.81222037143807
6.8888284004754725 7.0 2.6395405113130344 74.21573856968804 1.9639161378390293 60.46881947727964
6.959894517086035 7.0 2.6199770890541134 80.89965351980999 4.455491084101533 80.16049820241804
7.030960633696597 7.0 2.720824084550799 80.86916876480123 4.746356287754119 52.355475911113366
7.102026750307159 7.0 2.7754215453645252 75.95068205882342 2.724584084592099 121.24410085033786
7.173092866917722 7.0 2.8287716409330965 71.8083514388267 3.9250564054465 92.58821327269061
7.244158983528283 7.0 2.792663311118266 92.7552494538992 3.437702225786942 44.94519261783759
7.315225100138846 7.0 2.6929999442618424 69.35510908229148 5.300764311377192 85.60434944756486
7.386291216749408 7.0 2.730162780590167 83.69803841973486 4.618562242807903 55.55167134853119
7.457357333359971 7.0 2.6714725884701838 74.97301571474003 2.925270914581989 82.85576400590836
7.528423449970533 7.0 2.7248604884422076 69.15149259710698 3.435115602535215 71.67310428006999
7.599489566581095 7.0 2.842703928152624 89.91272058882188 5.7676171423466265 79.28418634315538
7.670555683191658 7.0 2.8160372939047367 63.142481492205576 2.202328595730588 69.72840217098862
7.741621799802219 7.0 2.6521572759991465 86.33166876352135 2.5949497482339465 79.0866651199153
7.8126879164127825 7.0 2.6505062971365603 94.88541364067153 4.780758135828741 75.44817884381371
7.883754033023344 7.0 2.8684784435729584 84.85506317621481 4.254252303321567 103.46163491460268
7.954820149633907 7.0 2.666668869254269 87.520208785412 2.97041512046774 88.3762051847139
8.025886266244468 7.0 2.753497771876777 76.81280339124613 5.143142839343465 74.19404100149154
8.096952382855031 7.0 2.731101689433657 69.3753464121245 4.424580156151639 56.896119286408315
8.168018499465594 7.0 2.6402022827121296 85.72519267966548 3.9722246884669405 59.540442913559076
8.239084616076155 7.0 2.8566636435536075 87.47766210782724 4.382369045324396 44.87898391986427
8.310150732686719 7.0 2.7654418663380995 82.53028859286124 4.602127099268335 82.52536902472418
8.38121684929728 7.0 2.7519853554946714 79.32674002713138 5.492921654623348 91.85206325579658
8.452282965907843 7.0 2.6776516786689757 65.73485092461512 4.080855311375881 58.56662777862856
8.523349082518404 7.0 2.7735541335575538 81.2888097008037 4.825826881142412 81.15249236737739
8.594415199128967 7.0 2.7389980424601585 75.43921845507525 4.29413816910893 46.772426849718926
8.665481315739529 7.0 2.7879144376367044 78.51315712993627 4.199046178880624 53.219132828939074
8.736547432350092 7.0 2.6875313697138545 79.71479007013572 4.19529770829307 61.50811815650255
8.807613548960655 7.0 2.844044389530719 97.81426729556901 2.7822767423193575 95.78682688402282
8.878679665571216 7.0 2.754254858778095 73.59906349761157 4.772807234110117 89.0737760482773
